district,median_income,median_house_value
4274,4.2019,352100.0
4275,5.4122,397500.0
4276,4.5781,360500.0
4277,4.0602,324000.0
4278,4.7132,304600.0
4279,3.0958,210900.0
4280,2.3421,200000.0
4281,2.7875,217300.0
4282,4.1667,344800.0
4283,3.9674,268800.0
4284,2.3333,196500.0
4285,3.7847,252300.0
4286,3.6434,278800.0
4287,3.8448,241400.0
4288,4.625,230800.0
4289,2.9709,225000.0
4290,2.3816,166700.0
4291,2.4375,203300.0
4292,3.5039,187500.0
4293,2.3913,198800.0
4294,2.0214,170500.0
4295,2.625,187500.0
4296,1.7016,160000.0
4297,2.5521,157500.0
4298,2.7179,184300.0
4299,2.9423,200000.0
4300,2.6178,203100.0
4301,3.2386,185000.0
4302,1.87,170800.0
4303,3.1607,182000.0
4304,2.4429,228800.0
4305,2.875,213500.0
4306,2.7366,169100.0
4307,2.4677,219200.0
4308,1.9722,156300.0
4309,3.1944,143800.0
4310,4.9844,187500.0
4311,4.025,137500.0
4312,2.6442,136100.0
4313,2.6923,150000.0
4314,2.6051,155500.0
4315,3.5603,210000.0
4316,3.75,241700.0
4317,2.1108,200000.0
4318,2.6136,169200.0
4319,2.6336,174300.0
4320,2.935,189400.0
4321,1.7945,166700.0
4322,2.5428,167800.0
4323,3.1864,189800.0
4324,1.9209,179200.0
4325,2.4038,181700.0
4326,2.7625,232100.0
4327,1.9028,217900.0
4328,2.0,175000.0
4329,1.5491,225000.0
4330,1.6136,137500.0
4331,2.2545,192500.0
4332,2.3942,133300.0
4333,1.875,150000.0
4334,1.8173,154200.0
4335,1.9704,152100.0
4336,2.3409,115500.0
4337,2.4375,114000.0
4338,1.9937,139600.0
4339,2.2708,159600.0
4340,2.2907,133900.0
4341,1.9495,173200.0
4342,2.5343,138200.0
4343,2.2222,126000.0
4344,4.239,213000.0
4345,2.6806,153000.0
4346,1.6118,138500.0
4347,2.4632,144200.0
4348,1.9881,159200.0
4349,2.0133,145800.0
4350,1.7463,158300.0
4351,2.1333,160200.0
4352,2.4135,167200.0
4353,1.7292,191700.0
4354,2.3859,153100.0
4355,1.9375,168800.0
4356,1.8781,147500.0
4357,2.1696,170800.0
4358,3.1146,142500.0
4359,1.3125,145800.0
4360,3.3977,153800.0
4361,2.6226,148800.0
4362,3.3785,184900.0
4363,1.9706,144200.0
4364,4.875,200400.0
4365,4.975,166700.0
4366,4.7853,153100.0
4367,4.9231,230900.0
4368,2.9167,129300.0
4369,1.9038,139500.0
4370,3.0241,166300.0
4371,3.375,169600.0
4372,2.5132,163100.0
4373,2.375,175000.0
4374,3.1442,162100.0
4375,2.5523,156500.0
4376,2.2348,146600.0
4377,2.9939,135500.0
4378,2.3281,151900.0
4379,3.2031,144600.0
4380,3.2279,158500.0
4381,3.375,147500.0
4382,2.6842,156000.0
4383,3.4952,150000.0
4384,3.5769,135700.0
4385,3.875,148500.0
4386,2.6083,148600.0
4387,1.9762,137500.0
4388,1.1868,93800.0
4389,2.2961,112500.0
4390,2.1136,111800.0
4391,2.4886,137500.0
4392,1.6667,133600.0
4393,2.0885,142800.0
4394,3.2125,125000.0
4395,2.1029,109400.0
4396,2.3611,156800.0
4397,10.2264,112500.0
4398,1.0714,137500.0
4399,2.095,109100.0
4400,2.2344,153100.0
4401,3.1654,155000.0
4402,1.6122,157100.0
4403,1.3846,129200.0
4404,2.52,131900.0
4405,1.9271,136400.0
4406,2.121,144000.0
4407,1.9615,141700.0
4408,1.9205,121900.0
4409,1.7054,117200.0
4410,2.02,147200.0
4411,2.625,150000.0
4412,2.7708,127900.0
4413,2.1058,124300.0
4414,2.29,121800.0
4415,2.1806,134900.0
4416,1.9688,150000.0
4417,2.1071,136700.0
4418,3.2639,142600.0
4419,2.07,136300.0
4420,3.7619,127600.0
4421,2.3716,122800.0
4422,1.8224,143800.0
4423,2.181,147200.0
4424,1.6888,125000.0
4425,1.0333,135400.0
4426,2.1862,135300.0
4427,2.2454,165000.0
4428,2.8,148400.0
4429,1.6319,151600.0
4430,2.1923,155000.0
4431,1.9402,139300.0
4432,2.5455,114300.0
4433,1.4189,141700.0
4434,1.2,115600.0
4435,1.5163,115000.0
4436,1.9405,152500.0
4437,2.2788,139600.0
4438,1.8125,139600.0
4439,2.6573,141800.0
4440,2.5268,141100.0
4441,2.2083,146300.0
4442,2.2656,145000.0
4443,1.925,135200.0
4444,2.75,146000.0
4445,2.3472,135200.0
4446,2.7266,140800.0
4447,1.4115,140600.0
4448,2.6875,129700.0
4449,2.3575,144800.0
4450,2.3944,130700.0
4451,1.625,175000.0
4452,3.7543,126600.0
4453,7.5752,67500.0
4454,1.3615,133300.0
4455,2.5313,225000.0
4456,0.8288,181300.0
4457,1.0769,112500.0
4458,1.1979,350000.0
4459,1.0227,87500.0
4460,1.7395,162500.0
4461,0.6775,350000.0
4462,0.8131,275000.0
4463,5.3081,287500.0
4464,2.462,162500.0
4465,1.7763,312500.0
4466,1.4886,175000.0
4467,1.8625,131300.0
4468,1.8438,185900.0
4469,2.2607,165600.0
4470,2.5227,187500.0
4471,2.345,225000.0
4472,1.5854,87500.0
4473,2.3438,213300.0
4474,1.5885,154200.0
4475,2.3438,152100.0
4476,2.1135,152500.0
4477,1.9818,208300.0
4478,2.3981,183300.0
4479,1.9233,207100.0
4480,2.4632,216700.0
4481,2.2552,265900.0
4482,2.3636,190000.0
4483,2.0173,177500.0
4484,1.1642,400000.0
4485,1.7199,175000.0
4486,1.1346,137500.0
4487,1.3241,112500.0
4488,1.494,187500.0
4489,1.4904,275000.0
4490,1.7238,110000.0
4491,2.7634,137500.0
4492,0.9563,275000.0
4493,1.6184,225000.0
4494,1.1122,187500.0
4495,1.2254,162500.0
4496,1.7866,325000.0
4497,1.5727,225000.0
4498,1.4615,275000.0
4499,1.6355,162500.0
4500,1.4413,158900.0
4501,1.3,162500.0
4502,1.4801,212500.0
4503,1.3169,112500.0
4504,1.7038,118100.0
4505,1.8304,225000.0
4506,1.2012,275000.0
4507,3.4812,432800.0
4508,1.6806,316700.0
4509,2.5386,290600.0
4510,2.0185,141700.0
4511,1.6406,300000.0
4512,2.3567,253100.0
4513,1.925,300000.0
4514,2.4348,230600.0
4515,1.8238,237500.0
4516,2.3375,282300.0
4517,3.425,281700.0
4518,2.2364,305600.0
4519,2.6218,350900.0
4520,2.2653,445000.0
4521,0.8804,450000.0
4522,3.5909,404500.0
4523,2.3105,166700.0
4524,1.6987,412500.0
4525,2.2708,175000.0
4526,2.2094,75000.0
4527,1.9038,325000.0
4528,1.7365,112500.0
4529,1.8829,300000.0
4530,1.6953,150000.0
4531,1.5553,70000.0
4532,1.5954,187500.0
4533,2.1637,350000.0
4534,1.468,137500.0
4535,1.9309,233300.0
4536,2.0332,270000.0
4537,1.8214,475000.0
4538,1.7896,322200.0
4539,1.6725,187500.0
4540,2.0547,410000.0
4541,2.1435,328900.0
4542,2.0278,360000.0
4543,1.9949,380000.0
4544,3.5517,291500.0
4545,4.125,436800.0
4546,4.5918,337000.0
4547,8.3617,433800.0
4548,3.375,257800.0
4549,2.5284,226300.0
4550,2.1736,171300.0
4551,1.5882,327300.0
4552,1.9923,250000.0
4553,2.5313,305800.0
4554,3.1406,417600.0
4555,1.9152,115600.0
4556,1.721,214300.0
4557,2.2937,350000.0
4558,2.1414,157700.0
4559,2.2684,193800.0
4560,1.3867,193800.0
4561,1.5972,168800.0
4562,1.9323,161100.0
4563,2.096,187500.0
4564,1.847,250000.0
4565,2.3864,350000.0
4566,2.053,229200.0
4567,4.6838,479000.0
4568,5.8632,450000.0
4569,3.2645,175000.0
4570,3.1765,225000.0
4571,2.9621,175000.0
4572,3.6111,450000.0
4573,3.3594,287500.0
4574,4.0179,350000.0
4575,2.3375,355200.0
4576,4.7019,411100.0
4577,4.3667,405600.0
4578,3.4265,456900.0
4579,4.25,486900.0
4580,5.24,486400.0
4581,3.201,287500.0
4582,3.1677,453400.0
4583,3.4286,474300.0
4584,3.3989,485000.0
4585,3.3725,375000.0
4586,3.1766,225000.0
4587,3.9167,321600.0
4588,3.5481,396000.0
4589,3.7167,327300.0
4590,3.2411,250000.0
4591,3.7167,385000.0
4592,5.3819,440900.0
4593,2.6781,328800.0
4594,3.2279,400000.0
4595,3.25,355000.0
4596,4.5192,446000.0
4597,3.1475,362500.0
4598,2.7824,450000.0
4599,2.8233,310000.0
4600,3.5556,500000.0
4601,3.0862,345300.0
4602,3.825,278500.0
4603,4.005,275000.0
4604,2.9883,296100.0
4605,5.0858,470000.0
4606,4.0583,444300.0
4607,3.625,440900.0
4608,3.3824,322600.0
4609,4.0625,295200.0
4610,3.2813,243600.0
4611,2.7917,242000.0
4612,3.3333,254700.0
4613,3.0833,338100.0
4614,3.0707,417900.0
4615,5.7509,474100.0
4616,4.2404,351000.0
4617,4.4191,334100.0
4618,4.8958,333600.0
4619,3.238,287500.0
4620,2.5806,234100.0
4621,2.0984,158000.0
4622,2.8793,202100.0
4623,2.5658,252000.0
4624,2.8841,290800.0
4625,3.1944,213500.0
4626,2.2725,140600.0
4627,3.6435,195800.0
4628,2.6654,259400.0
4629,2.532,172700.0
4630,2.2554,165000.0
4631,2.3526,156300.0
4632,2.913,192500.0
4633,2.0706,268500.0
4634,3.6373,420000.0
4635,2.7409,167100.0
4636,2.5955,139700.0
4637,2.2254,127100.0
4638,1.7014,123200.0
4639,1.8685,150700.0
4640,3.0856,151600.0
4641,2.1711,179200.0
4642,2.3214,139400.0
4643,3.5161,157000.0
4644,2.3687,146800.0
4645,2.1078,133500.0
4646,3.0694,122200.0
4647,2.0538,125800.0
4648,2.4635,169400.0
4649,1.9,110900.0
4650,2.5625,138000.0
4651,2.6,171400.0
4652,1.6581,118800.0
4653,1.9408,134600.0
4654,1.975,138100.0
4655,2.5927,161500.0
4656,1.7377,183900.0
4657,2.628,251100.0
4658,1.8333,151100.0
4659,2.0259,168800.0
4660,2.8654,176800.0
4661,2.1046,114000.0
4662,1.9018,137500.0
4663,3.0132,223200.0
4664,2.8971,127800.0
4665,3.1731,121500.0
4666,2.6098,127100.0
4667,2.0304,133400.0
4668,2.0042,114200.0
4669,1.8783,118200.0
4670,2.1979,125700.0
4671,1.6429,125000.0
4672,4.2218,181000.0
4673,3.5357,156900.0
4674,1.89,124000.0
4675,2.2273,123300.0
4676,3.25,134700.0
4677,1.9928,125400.0
4678,2.1324,143800.0
4679,1.8316,113500.0
4680,2.2368,120000.0
4681,1.6452,125900.0
4682,2.0879,120700.0
4683,3.3636,140900.0
4684,2.4444,134100.0
4685,2.5156,136600.0
4686,3.1442,130300.0
4687,3.4306,130200.0
4688,1.3444,125000.0
4689,1.7159,189700.0
4690,3.9732,188400.0
4691,2.6154,193200.0
4692,1.5565,152500.0
4693,2.1696,153400.0
4694,2.0817,132500.0
4695,1.8571,143800.0
4696,2.4359,123700.0
4697,1.7225,180000.0
4698,2.4297,162500.0
4699,1.2786,121900.0
4700,1.9336,190600.0
4701,2.1162,229200.0
4702,2.3536,500000.0
4703,2.4048,208300.0
4704,2.0658,214600.0
4705,0.8351,150000.0
4706,1.9531,227800.0
4707,2.5833,234600.0
4708,1.7109,175000.0
4709,2.006,150000.0
4710,1.767,170300.0
4711,2.0405,143000.0
4712,1.78,162500.0
4713,2.1518,152800.0
4714,2.1542,128100.0
4715,2.1471,125000.0
4716,1.9167,136400.0
4717,2.0673,151600.0
4718,1.2875,179200.0
4719,1.0219,258300.0
4720,2.0848,135200.0
4721,0.7473,168800.0
4722,2.135,119600.0
4723,2.025,135500.0
4724,2.8295,132200.0
4725,2.45,111400.0
4726,1.4712,105800.0
4727,2.4519,98100.0
4728,1.2434,98400.0
4729,2.1571,147900.0
4730,2.7125,150000.0
4731,1.23,138400.0
4732,1.8564,187500.0
4733,2.1173,156600.0
4734,1.3187,127100.0
4735,2.2981,112100.0
4736,1.85,116800.0
4737,2.087,141300.0
4738,1.631,137500.0
4739,1.5781,119300.0
4740,1.7546,175000.0
4741,1.7115,125000.0
4742,1.6089,162500.0
4743,1.2969,160200.0
4744,1.4167,200000.0
4745,2.1806,180000.0
4746,1.6037,275000.0
4747,1.8539,147500.0
4748,1.7976,164600.0
4749,2.2232,162500.0
4750,1.875,127300.0
4751,1.9375,38800.0
4752,0.9234,187500.0
4753,0.844,350000.0
4754,1.2989,225000.0
4755,2.1944,158300.0
4756,1.8333,312500.0
4757,1.2096,100000.0
4758,2.1905,124000.0
4759,1.6302,130700.0
4760,1.5652,123100.0
4761,2.131,136500.0
4762,1.8382,126400.0
4763,2.1667,117700.0
4764,1.3134,96200.0
4765,2.0703,114800.0
4766,1.5603,109600.0
4767,2.2356,119500.0
4768,1.913,114300.0
4769,2.1957,100800.0
4770,1.2396,90300.0
4771,2.3304,119900.0
4772,1.8485,90600.0
4773,2.375,107500.0
4774,1.8929,99200.0
4775,2.1466,100800.0
4776,1.7813,127500.0
4777,1.0898,93400.0
4778,1.2857,99300.0
4779,1.3287,107200.0
4780,1.7425,100500.0
4781,1.4464,110200.0
4782,1.4653,118800.0
4783,1.5089,115800.0
4784,1.9074,99600.0
4785,1.4524,126800.0
4786,2.1776,118300.0
4787,2.319,97200.0
4788,1.8652,116100.0
4789,1.2206,129200.0
4790,1.4327,114100.0
4791,2.0817,113300.0
4792,2.148,103800.0
4793,1.7052,107400.0
4794,1.75,95800.0
4795,1.8641,108200.0
4796,1.6221,104200.0
4797,1.7237,105800.0
4798,1.6382,105000.0
4799,1.5781,102900.0
4800,1.303,90400.0
4801,1.4792,95800.0
4802,1.2056,87500.0
4803,0.9463,95000.0
4804,2.2813,101300.0
4805,1.7132,108200.0
4806,1.875,98600.0
4807,1.6731,88200.0
4808,1.5556,98500.0
4809,2.1793,107900.0
4810,0.8941,91900.0
4811,1.9208,103400.0
4812,1.852,101500.0
4813,1.3403,110800.0
4814,1.8917,106900.0
4815,1.8242,95000.0
4816,1.6901,103500.0
4817,1.9531,100000.0
4818,1.4886,100000.0
4819,1.8086,97100.0
4820,1.8824,162500.0
4821,2.1382,156300.0
4822,1.1667,143800.0
4823,1.9152,122300.0
4824,1.2446,103800.0
4825,1.1563,118800.0
4826,1.6699,108000.0
4827,1.7961,111700.0
4828,1.7386,109400.0
4829,1.6667,116900.0
4830,1.6955,115200.0
4831,2.0417,117100.0
4832,1.6851,108800.0
4833,2.5263,121000.0
4834,1.8214,123200.0
4835,3.0759,123700.0
4836,2.3942,123200.0
4837,1.6505,125000.0
4838,1.6875,116000.0
4839,2.5885,136200.0
4840,2.0625,134400.0
4841,1.7143,132000.0
4842,2.3403,114100.0
4843,1.4639,112500.0
4844,1.6036,137500.0
4845,1.0539,142500.0
4846,1.8656,122900.0
4847,1.2065,103600.0
4848,1.2175,131300.0
4849,2.3309,126600.0
4850,2.125,118800.0
4851,2.0938,119200.0
4852,1.2778,112500.0
4853,1.432,124000.0
4854,2.1607,96100.0
4855,2.1354,105800.0
4856,1.2347,111700.0
4857,2.7727,128600.0
4858,1.1806,134600.0
4859,1.5179,116100.0
4860,2.0809,109600.0
4861,2.0958,116400.0
4862,3.05,111600.0
4863,1.6892,129100.0
4864,2.0,128000.0
4865,1.933,120000.0
4866,2.1116,122500.0
4867,1.9792,116400.0
4868,1.6559,101400.0
4869,2.0915,126600.0
4870,2.2339,104800.0
4871,1.7083,100000.0
4872,1.5846,114800.0
4873,1.8317,96500.0
4874,1.9853,101100.0
4875,1.275,98300.0
4876,2.0542,103400.0
4877,2.5848,101900.0
4878,1.7159,95000.0
4879,1.7849,99300.0
4880,2.6667,128000.0
4881,4.2554,194300.0
4882,3.3906,189700.0
4883,3.1548,157700.0
4884,2.4022,123400.0
4885,4.26,182600.0
4886,3.7727,193000.0
4887,3.5,181100.0
4888,2.4934,165800.0
4889,2.0217,187500.0
4890,1.9231,188500.0
4891,1.9631,181300.0
4892,1.95,112600.0
4893,2.4583,120900.0
4894,2.2054,121500.0
4895,2.3333,133300.0
4896,0.9304,151600.0
4897,2.5909,98700.0
4898,1.9779,114200.0
4899,2.8542,126500.0
4900,3.2083,149600.0
4901,4.8125,170500.0
4902,2.1875,115200.0
4903,3.7167,108900.0
4904,2.8274,122500.0
4905,3.1731,140300.0
4906,2.175,114700.0
4907,3.2344,104300.0
4908,1.9732,101000.0
4909,3.0833,103300.0
4910,1.8806,113900.0
4911,1.6477,108900.0
4912,1.8472,149100.0
4913,2.9643,140400.0
4914,2.9315,149000.0
4915,4.9531,180100.0
4916,3.8235,207600.0
4917,1.675,166700.0
4918,2.2396,108600.0
4919,3.5114,138800.0
4920,1.7067,118600.0
4921,1.6531,118500.0
4922,2.5363,158800.0
4923,4.1635,156400.0
4924,3.8643,195800.0
4925,6.5044,350400.0
4926,4.4028,246800.0
4927,4.3077,140600.0
4928,0.8702,170500.0
4929,2.5568,312500.0
4930,1.7945,106300.0
4931,1.6187,266700.0
4932,4.0357,187800.0
4933,1.7622,167900.0
4934,1.5143,118800.0
4935,1.4589,87500.0
4936,3.6629,353200.0
4937,3.5486,332100.0
4938,3.25,301000.0
4939,1.8818,100000.0
4940,1.4625,103000.0
4941,2.5547,108900.0
4942,1.0516,108300.0
4943,1.9375,112900.0
4944,1.1645,98200.0
4945,2.5437,94500.0
4946,1.9556,93300.0
4947,1.84,91400.0
4948,5.1136,111700.0
4949,2.895,108000.0
4950,2.0,96500.0
4951,3.5982,96600.0
4952,1.825,106600.0
4953,2.3977,112200.0
4954,2.2138,119800.0
4955,1.9125,97200.0
4956,3.4444,93100.0
4957,2.9432,94000.0
4958,1.6611,95800.0
4959,3.0455,102400.0
4960,2.9375,95200.0
4961,1.3479,100000.0
4962,1.4042,110000.0
4963,1.9564,92200.0
4964,2.2411,93000.0
4965,0.9337,92300.0
4966,0.9809,121400.0
4967,1.223,100000.0
4968,1.689,102600.0
4969,1.9219,107000.0
4970,1.375,100000.0
4971,1.7734,107300.0
4972,3.375,98500.0
4973,2.0673,99800.0
4974,2.6311,124100.0
4975,2.1221,119400.0
4976,3.2188,124200.0
4977,2.7917,125800.0
4978,3.725,142600.0
4979,3.0917,136100.0
4980,2.7401,131700.0
4981,3.1346,120000.0
4982,3.2708,131000.0
4983,4.0043,133500.0
4984,4.8295,149600.0
4985,3.0682,142000.0
4986,1.747,121000.0
4987,1.528,131800.0
4988,3.4643,136300.0
4989,4.0625,138700.0
4990,3.5208,134200.0
4991,1.4868,113200.0
4992,2.8299,109500.0
4993,2.6518,136300.0
4994,1.2273,98400.0
4995,1.6156,102100.0
4996,1.6652,99000.0
4997,1.3096,116300.0
4998,3.9722,117400.0
4999,3.0625,127400.0
5000,4.4861,140400.0
5001,3.7143,140300.0
5002,1.5521,97500.0
5003,1.625,101500.0
5004,1.5109,104000.0
5005,1.8047,101800.0
5006,1.575,97500.0
5007,1.3042,99200.0
5008,1.3801,97000.0
5009,2.125,92500.0
5010,1.2315,98200.0
5011,1.7121,98200.0
5012,1.9556,96300.0
5013,1.55,100600.0
5014,1.5962,95700.0
5015,1.64,96800.0
5016,1.5521,90100.0
5017,2.0754,101400.0
5018,1.6027,97300.0
5019,1.0208,86400.0
5020,2.037,92600.0
5021,1.9348,99100.0
5022,1.4625,94200.0
5023,1.5303,95300.0
5024,1.5812,94000.0
5025,1.5326,90600.0
5026,1.1557,90100.0
5027,0.5495,91700.0
5028,1.6467,90900.0
5029,1.2091,97900.0
5030,1.6898,95100.0
5031,1.2969,94400.0
5032,1.7167,100000.0
5033,1.3971,89800.0
5034,1.7656,96700.0
5035,2.1437,94800.0
5036,1.615,101300.0
5037,1.8472,99100.0
5038,1.5313,91400.0
5039,2.0917,99300.0
5040,1.6029,89700.0
5041,1.5294,111400.0
5042,1.9655,102300.0
5043,1.9702,93200.0
5044,2.7917,105600.0
5045,2.3352,107700.0
5046,1.5,93600.0
5047,1.8814,94900.0
5048,1.5268,91600.0
5049,1.5714,89700.0
5050,1.4103,86200.0
5051,1.8798,101300.0
5052,2.3365,98000.0
5053,2.2946,88800.0
5054,2.3056,98500.0
5055,1.0375,89800.0
5056,2.25,93400.0
5057,1.6389,96700.0
5058,1.5147,94600.0
5059,1.6887,99600.0
5060,1.6333,94500.0
5061,1.65,94200.0
5062,1.5872,89800.0
5063,2.0,90300.0
5064,1.4917,93200.0
5065,2.6458,91300.0
5066,2.0789,92400.0
5067,1.6645,94900.0
5068,1.8191,92700.0
5069,1.5256,95400.0
5070,1.1326,104800.0
5071,2.5,110200.0
5072,1.7986,98900.0
5073,1.7262,88800.0
5074,1.6625,88700.0
5075,1.449,93100.0
5076,1.1468,96900.0
5077,1.4329,94100.0
5078,1.1051,94200.0
5079,0.8952,81300.0
5080,3.0788,100000.0
5081,2.5179,97400.0
5082,3.3836,129900.0
5083,2.5398,105700.0
5084,2.0313,122600.0
5085,2.875,120200.0
5086,2.2778,128100.0
5087,1.2098,88400.0
5088,1.5114,90400.0
5089,2.2969,90600.0
5090,3.5833,90600.0
5091,0.4999,90600.0
5092,2.3333,99800.0
5093,1.1434,91300.0
5094,0.8527,90400.0
5095,0.6831,87500.0
5096,1.35,89500.0
5097,1.4792,97500.0
5098,1.25,97400.0
5099,0.9708,107600.0
5100,1.5427,95700.0
5101,1.6513,90200.0
5102,1.1384,100000.0
5103,0.9889,87500.0
5104,0.9298,100000.0
5105,1.1346,85400.0
5106,2.0,84200.0
5107,2.0769,88300.0
5108,1.5132,86300.0
5109,1.0625,89800.0
5110,0.9705,90000.0
5111,1.7212,95500.0
5112,2.0187,90100.0
5113,2.1607,97600.0
5114,2.3333,92100.0
5115,1.2679,92000.0
5116,1.3,87000.0
5117,0.8478,104900.0
5118,0.8984,88700.0
5119,3.7721,337500.0
5120,4.6197,387500.0
5121,2.0511,350000.0
5122,1.3125,350000.0
5123,1.583,350000.0
5124,2.2444,500000.0
5125,4.7109,500000.0
5126,5.7097,316700.0
5127,3.9673,477300.0
5128,4.1141,305000.0
5129,5.8587,494700.0
5130,2.1875,181300.0
5131,3.6673,283300.0
5132,2.7679,277500.0
5133,2.6509,410000.0
5134,3.7549,275000.0
5135,3.2663,337500.0
5136,3.5335,268800.0
5137,3.0173,393800.0
5138,3.0069,325000.0
5139,3.6976,360000.0
5140,3.1235,420800.0
5141,3.287,348100.0
5142,3.9489,360200.0
5143,2.6528,300000.0
5144,3.7813,336300.0
5145,2.1875,225000.0
5146,0.536,350000.0
5147,3.0714,347800.0
5148,5.2954,485100.0
5149,4.925,409800.0
5150,4.5833,427500.0
5151,4.0283,412500.0
5152,4.0153,460000.0
5153,5.5951,461300.0
5154,2.2961,207700.0
5155,2.7226,254200.0
5156,6.2895,340400.0
5157,2.0437,309100.0
5158,3.4063,271600.0
5159,4.125,237500.0
5160,4.7386,340400.0
5161,3.9038,308300.0
5162,3.2228,232500.0
5163,3.0574,319400.0
5164,3.2222,319400.0
5165,6.5669,372800.0
5166,2.8418,327300.0
5167,3.116,300000.0
5168,2.4135,184400.0
5169,3.1642,366700.0
5170,3.5022,281300.0
5171,3.0965,320000.0
5172,3.1415,55000.0
5173,3.4058,275000.0
5174,2.9344,222100.0
5175,3.7206,230900.0
5176,3.1827,202800.0
5177,2.767,143000.0
5178,2.6402,185700.0
5179,2.25,333300.0
5180,4.0781,289400.0
5181,5.0866,427300.0
5182,5.2099,373600.0
5183,3.2308,340800.0
5184,3.1875,372700.0
5185,3.3542,344200.0
5186,3.2396,352400.0
5187,3.6467,346700.0
5188,3.625,357600.0
5189,4.2434,331000.0
5190,3.125,343800.0
5191,3.3482,318100.0
5192,4.0231,353900.0
5193,4.2411,350900.0
5194,6.2583,386000.0
5195,4.5795,400000.0
5196,5.1708,418800.0
5197,5.8666,440100.0
5198,6.3516,354300.0
5199,6.4755,405800.0
5200,5.3403,489800.0
5201,6.2917,465700.0
5202,4.5278,374300.0
5203,3.6019,463600.0
5204,3.6488,340800.0
5205,4.9676,414100.0
5206,3.1941,394700.0
5207,2.2402,450000.0
5208,3.3462,307000.0
5209,3.1746,348800.0
5210,3.4269,301900.0
5211,3.725,310000.0
5212,3.3955,225000.0
5213,3.0833,315500.0
5214,4.7083,420100.0
5215,3.5667,394000.0
5216,2.697,412500.0
5217,6.4232,446600.0
5218,6.0804,420000.0
5219,2.599,362200.0
5220,4.75,355800.0
5221,4.7,334700.0
5222,3.875,321300.0
5223,3.3995,324000.0
5224,3.1579,243100.0
5225,4.1083,324300.0
5226,3.099,335400.0
5227,3.6611,344200.0
5228,3.9798,458600.0
5229,2.7058,310900.0
5230,5.6428,343100.0
5231,2.918,345600.0
5232,5.1664,326700.0
5233,4.7344,346900.0
5234,4.2813,297200.0
5235,2.7143,287500.0
5236,2.288,263500.0
5237,2.3542,235700.0
5238,2.8417,321400.0
5239,2.6042,305800.0
5240,2.0714,300000.0
5241,2.5938,285000.0
5242,2.1471,239300.0
5243,2.3417,425000.0
5244,2.5523,387500.0
5245,3.015,414300.0
5246,3.0682,412500.0
5247,2.8514,358700.0
5248,3.4071,267500.0
5249,2.2643,350000.0
5250,4.1861,363200.0
5251,3.5234,334700.0
5252,4.0598,335900.0
5253,3.6458,325800.0
5254,3.875,372000.0
5255,4.45,348300.0
5256,3.962,345800.0
5257,4.575,326700.0
5258,2.9722,325000.0
5259,3.1607,339000.0
5260,3.1992,303800.0
5261,4.337,360600.0
5262,5.2121,466700.0
5263,4.5673,343100.0
5264,6.0672,420800.0
5265,5.8083,321800.0
5266,2.8393,272000.0
5267,3.191,271200.0
5268,2.9338,276300.0
5269,3.1603,287500.0
5270,3.725,284600.0
5271,4.3281,324000.0
5272,7.5426,351700.0
5273,2.6667,320000.0
5274,4.0189,302900.0
5275,4.4228,366900.0
5276,3.6667,450000.0
5277,4.875,301300.0
5278,4.3333,303900.0
5279,1.1985,215000.0
5280,4.0893,248900.0
5281,4.5521,263800.0
5282,2.7153,265500.0
5283,3.6538,276100.0
5284,2.825,276700.0
5285,3.9727,307200.0
5286,6.2673,357200.0
5287,7.4897,362600.0
5288,6.235,361400.0
5289,5.1333,345900.0
5290,6.5778,350800.0
5291,5.8143,340700.0
5292,3.625,329400.0
5293,3.0927,316000.0
5294,4.3438,331800.0
5295,3.3889,285700.0
5296,6.1333,387200.0
5297,5.5941,363500.0
5298,6.8197,363600.0
5299,6.0286,356000.0
5300,6.2022,365900.0
5301,4.6176,352300.0
5302,4.9375,365200.0
5303,5.618,365900.0
5304,6.1985,422000.0
5305,5.0714,356100.0
5306,5.1064,283200.0
5307,5.6169,411200.0
5308,5.9856,432100.0
5309,5.611,456600.0
5310,7.5953,434800.0
5311,4.6364,456300.0
5312,5.9544,377200.0
5313,5.6732,330700.0
5314,5.726,287800.0
5315,6.019,294500.0
5316,4.6923,299000.0
5317,3.2708,400000.0
5318,2.5833,187500.0
5319,3.111,247600.0
5320,4.1852,303300.0
5321,3.9792,266700.0
5322,4.1471,284400.0
5323,4.7375,289600.0
5324,2.1875,175900.0
5325,2.6546,159600.0
5326,4.4636,162000.0
5327,3.8372,156400.0
5328,2.4741,151200.0
5329,2.7368,162800.0
5330,2.6618,179700.0
5331,4.317,232800.0
5332,2.9063,184100.0
5333,3.59,200600.0
5334,4.381,238700.0
5335,5.1727,230200.0
5336,4.9792,251300.0
5337,1.9049,222200.0
5338,2.6491,216700.0
5339,4.7222,239600.0
5340,4.9196,232400.0
5341,2.3942,200000.0
5342,3.1851,240200.0
5343,3.5473,226300.0
5344,2.9619,223400.0
5345,2.6136,213600.0
5346,2.8106,184400.0
5347,2.6368,175900.0
5348,5.322,282700.0
5349,5.3106,268300.0
5350,3.125,233300.0
5351,3.0057,235300.0
5352,2.9154,203300.0
5353,3.163,224200.0
5354,4.6207,304100.0
5355,3.1779,171100.0
5356,3.35,163100.0
5357,5.5,181500.0
5358,2.375,128000.0
5359,3.6161,131300.0
5360,1.3333,187500.0
5361,3.35,177700.0
